chunk_id,question,chunking_strategy,token_count,hit_rate_at_k,first_position_accuracy,rank,similarity_score,found,precision_at_1,precision_at_3,precision_at_5,precision_at_10,recall_at_1,recall_at_3,recall_at_5,recall_at_10,top_k_recall,top_1_precision
f6791ca1-0a68-442f-87a4-99d024ed9972,What does Rikki-tikki do when he first encounters Nag in the garden?,semantic,968,1,0,2.0,0.620424124661705,True,0.0,0.3333333333333333,0.2,0.1,0.0,1.0,1.0,1.0,1,0
af227ae7-9ea9-4376-8a75-f89a9ddb1ff0,"What did Rikki-tikki do when he heard the tiny voice saying, ""Be careful. I am Death!""?",semantic,930,1,0,2.0,0.5802111625671387,True,0.0,0.3333333333333333,0.2,0.1,0.0,1.0,1.0,1.0,1,0
f0759aae-9d28-401a-8d02-48d82aa0e529,What did Nagaina say to Nag about the big man who killed Karait?,semantic,1024,1,0,3.0,0.4521666467189821,True,0.0,0.3333333333333333,0.2,0.1,0.0,1.0,1.0,1.0,1,0
4bc5e41f-6284-4c71-9c82-1b97d3f67b3a,What happened to Nag after Rikki-tikki attacked him?,semantic,962,1,1,1.0,0.6685105761441834,True,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1,1
fbd90700-76d9-497c-82c4-06704751c745,How many eggs did Rikki-tikki find in the melon patch?,semantic,1013,1,0,2.0,0.5008032323845067,True,0.0,0.3333333333333333,0.2,0.1,0.0,1.0,1.0,1.0,1,0
ead5c907-d7bd-48a6-b1ff-45b96dea9a02,What did Nagaina say she would do if Rikki-tikki gave her the last egg?,semantic,982,1,1,1.0,0.6360641149225202,True,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1,1
cb3353b1-5ed2-4dad-9a95-aeecd203528a,What did Rikki-tikki plan to tell the Coppersmith after he defeated Nagaina?,semantic,958,1,1,1.0,0.6125817578164238,True,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1,1
917182e3-4d8e-463c-8d17-76269a43ac3b,What are the notable characteristics of Rikki-tikki-tavi mentioned in Darzee's chant?,semantic,229,1,1,1.0,0.714214341985336,True,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1,1
ecdd0d47-002a-4cba-83a4-5b55ae11b26b,What was Kala Nag's age when he was caught and how long had he served the Indian Government by the time of the narrative?,semantic,897,1,1,1.0,0.5217397809028625,True,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1,1
7771d142-59b6-40da-a75a-5bd4157df5dc,What does Little Toomai imagine will happen to Kala Nag when he becomes old?,semantic,857,1,1,1.0,0.5681343762754525,True,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1,1
7c70cc2c-875a-4698-b399-567e49d97c5e,What did Little Toomai do one night that got him scolded by Big Toomai?,semantic,766,1,1,1.0,0.49389760214395717,True,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1,1
bafe95bc-3ce9-4304-a63b-31719d59d37e,What did Little Toomai do during the last drive in the Keddah that caught Petersen Sahib's attention?,semantic,1002,1,1,1.0,0.5376350168259478,True,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1,1
b73aea1e-443d-42b1-b526-95df7f1fb0e6,What did Petersen Sahib say would be the proper time for Little Toomai to go into the Keddahs?,semantic,1005,1,0,4.0,0.416161830377034,True,0.0,0.0,0.2,0.1,0.0,0.0,1.0,1.0,1,0
9ff66c72-6b0d-4ec7-bc2b-51ab9f2e55e2,What did Little Toomai do with the tom-tom that made him happy?,semantic,948,1,1,1.0,0.4735516325502622,True,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1,1
4d453b48-0230-46d8-992c-4027535069b1,What did Little Toomai hear that indicated other elephants were nearby while he was with Kala Nag?,semantic,1023,1,0,3.0,0.620744842909123,True,0.0,0.3333333333333333,0.2,0.1,0.0,1.0,1.0,1.0,1,0
cfb160e9-ac1e-47e8-80b2-d7baca7081c0,What did Little Toomai see in the clearing that indicated many elephants had been there recently?,semantic,957,1,0,2.0,0.6033569754170537,True,0.0,0.3333333333333333,0.2,0.1,0.0,1.0,1.0,1.0,1,0
6816d47a-2747-45a9-bb66-1b161ef9595c,What did Little Toomai realize had happened to the clearing after the elephants finished their stamping?,semantic,985,1,1,1.0,0.661590180017924,True,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1,1
2b8a3316-e217-4c66-9e23-eafb0c3f8e8d,"What did Little Toomai claim to have seen that made him so excited, and how did he prove it?",semantic,826,1,0,3.0,0.44069210048365703,True,0.0,0.3333333333333333,0.2,0.1,0.0,1.0,1.0,1.0,1,0
21308825-9dfa-4b3c-a85b-080c2b245645,What new name was given to Little Toomai by Machua Appa?,semantic,525,1,1,1.0,0.560126004245342,True,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1,1
47264ee6-89fc-4a48-9ad8-8ee735340e7d,What did Parbati hide in her breast to trick Shiv?,semantic,405,1,1,1.0,0.5035097448971964,True,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1,1
3a748c5d-4df9-4731-ad94-4b68fa063a8f,What did the mule say to the camel after the camel disturbed the camp?,semantic,1018,1,1,1.0,0.6038127417787664,True,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1,1
9ea2e1f7-54ff-4bff-8d8b-886c4826e241,What did the young mule see that made him frightened and run away?,semantic,1000,1,0,3.0,0.4919528057518966,True,0.0,0.3333333333333333,0.2,0.1,0.0,1.0,1.0,1.0,1,0
b7f03421-c318-4c53-8aae-fefb80c9a7b7,"What does the troop-horse mean by being ""bridle-wise""?",semantic,895,1,1,1.0,0.516394930540762,True,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1,1
657f946c-16da-45a8-835c-f90dea58a1d4,What do the two yoke of bullocks say is the proper way to fight?,semantic,981,1,1,1.0,0.5074298968994776,True,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1,1
dfa885d6-aa20-42e9-b20e-5b14982d950f,What did Two Tails say his battery captain called him?,semantic,1005,1,1,1.0,0.4449879196279001,True,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1,1
621febd5-97e7-4f99-a5a8-5015cfc311b3,What did the bullocks say about the red stuff that soaks into the ground?,semantic,1010,1,0,2.0,0.4029791359572331,True,0.0,0.3333333333333333,0.2,0.1,0.0,1.0,1.0,1.0,1,0
a7225a57-e72e-4ec4-a066-e8304a12d04b,What does Vixen say about the color of the bullock-driver who looks after her?,semantic,889,1,1,1.0,0.4115510337620423,True,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1,1
de71aa44-c7b0-49bc-81eb-e63c5ae8a155,What did the old Central Asian chief ask the native officer about the animals in the parade?,semantic,919,1,1,1.0,0.5147080999960817,True,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1,1
58edc17e-212e-4af3-be48-375d32bb76c3,What do the Commissariat Camels use as their marching-song?,semantic,592,1,1,1.0,0.6048057314869336,True,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1,1
