chunk_id,question,top_k_recall,top_1_precision,rank,similarity_score,found,chunking_strategy,token_count
f0759aae-9d28-401a-8d02-48d82aa0e529,What did Nagaina plan to do once the house was emptied of people?,0,0,,,False,semantic,1024
4bc5e41f-6284-4c71-9c82-1b97d3f67b3a,What did Rikki-tikki-tavi do to hold onto Nag during their fight?,0,0,,,False,semantic,962
fbd90700-76d9-497c-82c4-06704751c745,How many eggs did Rikki-tikki find in the melon patch?,0,0,,,False,semantic,1013
ead5c907-d7bd-48a6-b1ff-45b96dea9a02,What did Rikki-tikki do with the eggs after he saw the baby cobras inside?,0,0,,,False,semantic,982
cb3353b1-5ed2-4dad-9a95-aeecd203528a,What did Rikki-tikki say when he woke up after his battle with Nagaina?,0,0,,,False,semantic,958
917182e3-4d8e-463c-8d17-76269a43ac3b,What qualities of Rikki-tikki-tavi are celebrated in Darzee's chant?,1,1,1.0,0.7533965404753095,True,semantic,229
ecdd0d47-002a-4cba-83a4-5b55ae11b26b,What was Kala Nag's age when he began serving the Indian Government?,0,0,,,False,semantic,897
7771d142-59b6-40da-a75a-5bd4157df5dc,What did Little Toomai say he would carry when he grew up and took his father's place on Kala Nag's neck?,0,0,,,False,semantic,857
7c70cc2c-875a-4698-b399-567e49d97c5e,What did Little Toomai do that caused his father to scold him the next morning?,0,0,,,False,semantic,766
bafe95bc-3ce9-4304-a63b-31719d59d37e,What did Little Toomai do during the last drive in the Keddah that caught Petersen Sahib's attention?,0,0,,,False,semantic,1002
b73aea1e-443d-42b1-b526-95df7f1fb0e6,What did Petersen Sahib give Little Toomai as a reward for his bravery?,0,0,,,False,semantic,1005
9ff66c72-6b0d-4ec7-bc2b-51ab9f2e55e2,What did Little Toomai do with the tom-tom he found in the camp?,0,0,,,False,semantic,948
4d453b48-0230-46d8-992c-4027535069b1,What did Little Toomai hear after Kala Nag splashed through the river?,0,0,,,False,semantic,1023
cfb160e9-ac1e-47e8-80b2-d7baca7081c0,What did Little Toomai see when he looked into the clearing surrounded by the circle of trees?,0,0,,,False,semantic,957
6816d47a-2747-45a9-bb66-1b161ef9595c,What did Little Toomai realize about the clearing after the elephants had finished stamping?,0,0,,,False,semantic,985
2b8a3316-e217-4c66-9e23-eafb0c3f8e8d,What did Little Toomai claim to have seen that made him feel like he might die?,0,0,,,False,semantic,826
21308825-9dfa-4b3c-a85b-080c2b245645,What name was given to Little Toomai after Machua Appa's announcement?,0,0,,,False,semantic,525
47264ee6-89fc-4a48-9ad8-8ee735340e7d,What did Parbati hide in her breast while trying to trick Shiv?,0,0,,,False,semantic,405
3a748c5d-4df9-4731-ad94-4b68fa063a8f,What did the mule do to the camel after finding out he had disturbed the camp?,0,0,,,False,semantic,1018
9ea2e1f7-54ff-4bff-8d8b-886c4826e241,What did the young mule say that made Billy consider giving him a kicking?,0,0,,,False,semantic,1000
b7f03421-c318-4c53-8aae-fefb80c9a7b7,What does the troop-horse say is important for survival when you're being ridden by a soldier?,0,0,,,False,semantic,895
657f946c-16da-45a8-835c-f90dea58a1d4,What did the baggage-camel describe as the proper way to fight?,0,0,,,False,semantic,981
dfa885d6-aa20-42e9-b20e-5b14982d950f,What did Two Tails say he was called by his battery captain?,0,0,,,False,semantic,1005
621febd5-97e7-4f99-a5a8-5015cfc311b3,What does the troop-horse say makes him feel as though he had hornets where his saddle ought to be?,0,0,,,False,semantic,1010
a7225a57-e72e-4ec4-a066-e8304a12d04b,What did the troop-horse say he would be doing on the left hand of the second squadron during the parade?,0,0,,,False,semantic,889
de71aa44-c7b0-49bc-81eb-e63c5ae8a155,What did the old Central Asian chief ask the native officer about the animals during the parade?,0,0,,,False,semantic,919
58edc17e-212e-4af3-be48-375d32bb76c3,What do the Commissariat Camels use as their marching song?,0,0,,,False,semantic,592
